"PVWatts Hourly PV Performance Data"
"Requested Location","300 alumni drive"
"Location","Lat, Lng: 38.01, -84.5"
"Latitude (DD)","38.01"
"Longitude (DD)","-84.50"
"Elevation (m)","302.79998779297"
"DC System Size (kW)","8"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"10","16","5","0","0","6","1.5","0.12","0","6","0","0"
"10","16","6","0","0","6","1.8","0.12","0","6","0","0"
"10","16","7","390","38","8","2.7","0.12","133.351","10.702","780.193","720.84"
"10","16","8","660","69","12","3.4","0.12","377.315","19.174","2639.247","2514.02"
"10","16","9","777","87","16","4.2","0.12","598.367","26.132","4147.797","3969.116"
"10","16","10","836","97","19","5.4","0.12","769.161","30.126","5207.862","4991.618"
"10","16","11","864","103","22","5.9","0.12","874.354","33.916","5799.392","5562.188"
"10","16","12","869","106","23","5.9","0.12","904.093","35.317","5953.27","5710.613"
"10","16","13","867","98","24","5.9","0.12","852.885","35.627","5627.053","5395.955"
"10","16","14","830","92","24","5.7","0.12","735.8","34.279","4912.018","4706.257"
"10","16","15","748","84","24","5.1","0.12","547.075","32.232","3709.453","3546.303"
"10","16","16","591","66","22","4.3","0.12","314.54","27.212","2086.011","1980.387"
"10","16","17","253","29","20","3.5","0.12","78.842","21.311","362.636","318.078"
"10","16","18","0","0","18","3.2","0.12","0","18","0","0"
"10","16","19","0","0","17","3","0.12","0","17","0","0"
"10","16","20","0","0","16","2.8","0.12","0","16","0","0"
"10","16","21","0","0","15","2.4","0.12","0","15","0","0"
"10","16","22","0","0","14","1.9","0.12","0","14","0","0"
"10","16","23","0","0","14","1.5","0.12","0","14","0","0"
"10","17","0","0","0","13","1.5","0.12","0","13","0","0"
"10","17","1","0","0","12","1.5","0.12","0","12","0","0"
"10","17","2","0","0","12","1.3","0.12","0","12","0","0"
"10","17","3","0","0","11","1","0.12","0","11","0","0"
"10","17","4","0","0","10","0.8","0.12","0","10","0","0"
"10","17","5","0","0","9","0.7","0.12","0","9","0","0"
"10","17","6","0","0","9","0.7","0.12","0","9","0","0"
"10","17","7","341","36","10","0.9","0.12","120.148","13.575","692.645","636.394"
"10","17","8","699","62","13","1.1","0.12","384.774","24.477","2637.296","2512.138"
"10","17","9","829","73","15","1.1","0.12","614.382","33.389","4146.307","3967.678"
"10","17","10","899","76","16","1.1","0.12","787.616","39.524","5146.604","4932.531"
"10","17","11","926","80","18","1.4","0.12","893.708","42.815","5728.386","5493.698"
"10","17","12","925","84","19","1.6","0.12","920.232","43.416","5873.322","5633.499"
"10","17","13","620","188","20","1.7","0.12","748.122","39.408","4847.825","4644.339"
"10","17","14","815","100","19","1.5","0.12","730.873","38.865","4791.694","4590.197"
"10","17","15","731","90","18","1.2","0.12","543.036","33.865","3657.825","3496.506"
"10","17","16","429","79","17","1","0.12","260.305","24.925","1734.022","1640.87"
"10","17","17","159","28","15","0.8","0.12","60.6","16.725","277.029","235.504"
"10","17","18","0","0","14","0.9","0.12","0","14","0","0"
"10","17","19","0","0","13","0.9","0.12","0","13","0","0"
"10","17","20","0","0","12","1.2","0.12","0","12","0","0"
"10","17","21","0","0","11","1.2","0.12","0","11","0","0"
"10","17","22","0","0","11","1.2","0.12","0","11","0","0"
"10","17","23","0","0","11","1.2","0.12","0","11","0","0"
"10","18","0","0","0","10","1.2","0.12","0","10","0","0"
"10","18","1","0","0","10","1.1","0.12","0","10","0","0"
"10","18","2","0","0","10","1","0.12","0","10","0","0"
"10","18","3","0","0","10","0.9","0.12","0","10","0","0"
"10","18","4","0","0","10","0.9","0.12","0","10","0","0"
"10","18","5","0","0","9","0.9","0.12","0","9","0","0"
"10","18","6","0","0","9","1.1","0.12","0","9","0","0"
"10","18","7","287","42","10","1.6","0.12","113.423","12.866","661.831","606.671"
"10","18","8","564","83","13","1.9","0.12","347.696","21.656","2402.256","2285.426"
"10","18","9","464","156","16","1.8","0.12","470.473","27.984","3214.981","3069.353"
"10","18","10","270","258","19","1.8","0.12","491.173","31.464","3266.435","3118.984"
"10","18","11","170","311","22","2.4","0.12","477.254","32.726","3130.211","2987.587"
"10","18","12","62","301","24","3.2","0.12","363.307","31.09","2371.978","2256.221"
"10","18","13","97","297","25","3.6","0.12","386.87","32.096","2529.347","2408.014"
"10","18","14","269","244","24","3.2","0.12","466.996","33.154","3088.571","2947.422"
"10","18","15","112","184","21","2","0.12","259.335","27.326","1739.752","1646.397"
"10","18","16","15","95","18","1.6","0.12","97.469","20.584","646.429","591.815"
"10","18","17","0","15","16","2","0.12","13.894","16.309","64.06","30.082"
"10","18","18","0","0","14","2.3","0.12","0","14","0","0"
"10","18","19","0","0","13","2","0.12","0","13","0","0"
"10","18","20","0","0","12","1.5","0.12","0","12","0","0"
"10","18","21","0","0","11","1.4","0.12","0","11","0","0"
"10","18","22","0","0","11","1.6","0.12","0","11","0","0"
"10","18","23","0","0","10","1.8","0.12","0","10","0","0"
"10","19","0","0","0","10","1.6","0.12","0","10","0","0"
"10","19","1","0","0","10","0.9","0.12","0","10","0","0"
"10","19","2","0","0","10","0.9","0.12","0","10","0","0"
"10","19","3","0","0","9","1.6","0.12","0","9","0","0"
"10","19","4","0","0","8","2.5","0.12","0","8","0","0"
"10","19","5","0","0","7","3","0.12","0","7","0","0"
"10","19","6","0","0","6","2.9","0.12","0","6","0","0"
"10","19","7","0","27","6","3","0.12","25.036","6.501","158.642","121.312"
"10","19","8","0","5","7","3.4","0.12","4.625","7.088","28.514","0"
"10","19","9","0","94","7","3.8","0.12","87.836","8.567","606.172","552.984"
"10","19","10","0","54","8","3.9","0.12","50.151","8.879","335.157","291.572"
"10","19","11","0","18","9","4","0.12","16.708","9.288","105.766","70.31"
"10","19","12","0","48","9","4.2","0.12","44.602","9.748","293.564","251.453"
"10","19","13","0","76","9","4.4","0.12","70.66","10.153","474.095","425.587"
"10","19","14","0","69","8","4.4","0.12","64.105","9.048","433.153","386.096"
"10","19","15","0","7","8","4.3","0.12","6.482","8.108","40.189","7.056"
"10","19","16","0","42","7","4","0.12","38.948","7.676","262.948","221.922"
"10","19","17","0","6","7","3.8","0.12","5.546","7.087","23.375","0"
"10","19","18","0","0","6","3.9","0.12","0","6","0","0"
"10","19","19","0","0","6","4.2","0.12","0","6","0","0"
"10","19","20","0","0","6","4.5","0.12","0","6","0","0"
"10","19","21","0","0","5","4.8","0.12","0","5","0","0"
"10","19","22","0","0","5","5.2","0.12","0","5","0","0"
"10","19","23","0","0","5","5.5","0.12","0","5","0","0"
"10","20","0","0","0","5","5.7","0.12","0","5","0","0"
"10","20","1","0","0","5","5.8","0.12","0","5","0","0"
"10","20","2","0","0","4","5.9","0.12","0","4","0","0"
"10","20","3","0","0","4","5.9","0.12","0","4","0","0"
"10","20","4","0","0","4","5.9","0.12","0","4","0","0"
"10","20","5","0","0","4","5.9","0.12","0","4","0","0"
"10","20","6","0","0","4","6.1","0.12","0","4","0","0"
"10","20","7","135","49","4","6.2","0.12","85.335","5.084","527.653","477.248"
"10","20","8","388","119","4","6.3","0.12","304.565","7.971","2205.396","2095.542"
"10","20","9","0","65","5","6.3","0.12","60.356","5.785","415.387","368.96"
"10","20","10","0","68","5","6.4","0.12","63.181","5.811","431.617","384.615"
"10","20","11","0","92","6","6.4","0.12","85.581","7.097","585.181","532.737"
"10","20","12","0","111","7","6.4","0.12","103.759","8.33","709.983","653.117"
"10","20","13","0","133","7","6.1","0.12","125.164","8.659","863.056","800.766"
"10","20","14","743","123","7","5.8","0.12","698.318","16.643","4981.076","4772.868"
"10","20","15","0","74","7","5.2","0.12","68.735","8.016","472.375","423.929"
"10","20","16","0","12","7","4.4","0.12","11.103","7.182","71.125","36.896"
"10","20","17","105","27","6","3.6","0.12","46.715","6.712","191.314","152.826"
"10","20","18","0","0","6","3.2","0.12","0","6","0","0"
"10","20","19","0","0","5","2.9","0.12","0","5","0","0"
"10","20","20","0","0","5","2.5","0.12","0","5","0","0"
"10","20","21","0","0","5","2.2","0.12","0","5","0","0"
"10","20","22","0","0","5","1.8","0.12","0","5","0","0"
"10","20","23","0","0","4","1.5","0.12","0","4","0","0"
"10","21","0","0","0","4","1.5","0.12","0","4","0","0"
"10","21","1","0","0","3","1.4","0.12","0","3","0","0"
"10","21","2","0","0","2","1.4","0.12","0","2","0","0"
"10","21","3","0","0","2","1.3","0.12","0","2","0","0"
"10","21","4","0","0","2","1.3","0.12","0","2","0","0"
"10","21","5","0","0","1","1.2","0.12","0","1","0","0"
"10","21","6","0","0","1","1.2","0.12","0","1","0","0"
"10","21","7","406","33","3","1.7","0.12","129.557","6.152","743.659","685.6"
"10","21","8","692","61","6","2.4","0.12","375.926","14.478","2667.522","2541.293"
"10","21","9","815","77","8","3","0.12","603.391","20.287","4283.662","4100.167"
"10","21","10","49","240","10","3.3","0.12","281.962","15.425","1958.286","1857.188"
"10","21","11","915","88","12","3.1","0.12","883.631","29.635","5970.708","5727.434"
"10","21","12","185","314","13","2.9","0.12","497.503","23.224","3387.577","3235.833"
"10","21","13","52","269","13","2.8","0.12","318.409","19.653","2173.532","2064.806"
"10","21","14","41","223","14","2.6","0.12","256.598","19.563","1752.525","1658.718"
"10","21","15","35","163","13","2.4","0.12","184.798","17.167","1273.276","1196.45"
"10","21","16","640","57","11","1.6","0.12","315.302","19.31","2136.871","2029.444"
"10","21","17","255","22","8","1","0.12","66.359","9.587","246.287","205.852"
"10","21","18","0","0","7","1.1","0.12","0","7","0","0"
"10","21","19","0","0","6","1.1","0.12","0","6","0","0"
"10","21","20","0","0","6","1.1","0.12","0","6","0","0"
"10","21","21","0","0","5","1.1","0.12","0","5","0","0"
"10","21","22","0","0","4","1.1","0.12","0","4","0","0"
"10","21","23","0","0","4","1.1","0.12","0","4","0","0"
"10","22","0","0","0","4","1.1","0.12","0","4","0","0"
"10","22","1","0","0","3","1.1","0.12","0","3","0","0"
"10","22","2","0","0","3","1.1","0.12","0","3","0","0"
"10","22","3","0","0","2","1.1","0.12","0","2","0","0"
"10","22","4","0","0","2","1.1","0.12","0","2","0","0"
"10","22","5","0","0","1","1.1","0.12","0","1","0","0"
"10","22","6","0","0","1","1","0.12","0","1","0","0"
"10","22","7","408","32","3","1.2","0.12","128.47","6.491","729.197","671.65"
"10","22","8","702","61","6","1.5","0.12","379.005","16.278","2669.919","2543.605"
"10","22","9","826","77","10","1.6","0.12","608.495","26.213","4226.68","4045.203"
"10","22","10","903","79","12","1.9","0.12","783.387","31.539","5289.603","5070.463"
"10","22","11","929","83","13","2.2","0.12","887.393","33.814","5903.265","5662.38"
"10","22","12","939","82","14","2.3","0.12","916.969","35.09","6059.563","5813.14"
"10","22","13","637","171","15","2.3","0.12","735.436","31.905","4919.291","4713.273"
"10","22","14","873","80","15","2.2","0.12","734.135","32.25","4953.525","4746.293"
"10","22","15","793","72","14","1.8","0.12","546.613","27.958","3777.868","3612.294"
"10","22","16","634","55","13","1.2","0.12","309.124","21.929","2069.043","1964.02"
"10","22","17","242","20","11","0.7","0.12","61.364","12.581","222.409","182.82"
"10","22","18","0","0","11","0.5","0.12","0","11","0","0"
"10","22","19","0","0","11","0.2","0.12","0","11","0","0"
"10","22","20","0","0","10","0.3","0.12","0","10","0","0"
"10","22","21","0","0","9","0.6","0.12","0","9","0","0"
"10","22","22","0","0","8","0.7","0.12","0","8","0","0"
"10","22","23","0","0","7","0.9","0.12","0","7","0","0"
"10","23","0","0","0","6","1","0.12","0","6","0","0"
"10","23","1","0","0","5","1.1","0.12","0","5","0","0"
"10","23","2","0","0","4","1.1","0.12","0","4","0","0"
"10","23","3","0","0","3","1.1","0.12","0","3","0","0"
"10","23","4","0","0","3","1.1","0.12","0","3","0","0"
"10","23","5","0","0","3","1.1","0.12","0","3","0","0"
"10","23","6","0","0","3","1.2","0.12","0","3","0","0"
"10","23","7","194","34","5","1.6","0.12","84.032","7.109","486.187","437.251"
"10","23","8","342","97","8","1.9","0.12","259.948","14.467","1827.707","1731.236"
"10","23","9","383","162","11","1.8","0.12","422.549","21.763","2951.732","2815.432"
"10","23","10","154","256","14","1.8","0.12","389.521","23.88","2652.703","2526.998"
"10","23","11","167","297","16","1.8","0.12","458.716","27.619","3072.629","2932.045"
"10","23","12","393","270","17","1.6","0.12","640.364","33.956","4219.177","4037.966"
"10","23","13","412","246","17","1.4","0.12","613.241","34","4050.957","3875.707"
"10","23","14","56","225","17","1.1","0.12","270.171","25.035","1811.741","1715.836"
"10","23","15","66","166","16","0.7","0.12","206.368","22.831","1399.073","1317.79"
"10","23","16","0","22","14","0.6","0.12","20.371","14.693","129.41","93.116"
"10","23","17","0","3","13","0.8","0.12","2.771","13.078","10.926","0"
"10","23","18","0","0","12","0.9","0.12","0","12","0","0"
"10","23","19","0","0","11","1","0.13","0","11","0","0"
"10","23","20","0","0","10","1.1","0.13","0","10","0","0"
"10","23","21","0","0","9","1.1","0.13","0","9","0","0"
"10","23","22","0","0","9","1.1","0.13","0","9","0","0"
"10","23","23","0","0","8","1.1","0.13","0","8","0","0"
"10","24","0","0","0","8","1.2","0.13","0","8","0","0"
"10","24","1","0","0","7","1.3","0.13","0","7","0","0"
"10","24","2","0","0","7","1.3","0.13","0","7","0","0"
"10","24","3","0","0","6","1.3","0.13","0","6","0","0"
"10","24","4","0","0","6","1.4","0.13","0","6","0","0"
"10","24","5","0","0","6","1.4","0.13","0","6","0","0"
"10","24","6","0","0","6","1.6","0.13","0","6","0","0"
"10","24","7","0","24","7","2.4","0.13","22.259","7.49","135.062","98.568"
"10","24","8","0","5","10","3.2","0.13","4.626","10.091","28.079","0"
"10","24","9","637","122","13","3.6","0.13","539.064","22.965","3778.113","3612.531"
"10","24","10","779","114","16","4.1","0.13","731.832","28.545","4993.645","4784.992"
"10","24","11","807","124","18","4.5","0.13","831.306","31.467","5577.816","5348.463"
"10","24","12","319","286","19","4.7","0.13","593.3","28.333","3987.512","3814.51"
"10","24","13","848","107","19","4.5","0.13","832.753","32.496","5574.247","5345.021"
"10","24","14","833","92","19","4.1","0.13","718.112","31.32","4862.768","4658.752"
"10","24","15","771","76","18","3.5","0.13","533.907","28.036","3688.914","3526.493"
"10","24","16","634","53","16","2.4","0.13","303.636","22.793","2016.633","1913.467"
"10","24","17","246","17","12","1.5","0.13","57.117","13.187","200.554","161.739"
"10","24","18","0","0","10","1.3","0.13","0","10","0","0"
"10","24","19","0","0","9","1.2","0.13","0","9","0","0"
"10","24","20","0","0","8","1.1","0.13","0","8","0","0"
"10","24","21","0","0","7","1.1","0.13","0","7","0","0"
"10","24","22","0","0","7","1.1","0.13","0","7","0","0"
"10","24","23","0","0","6","1.1","0.13","0","6","0","0"
"10","25","0","0","0","6","1.1","0.13","0","6","0","0"
"10","25","1","0","0","5","1.1","0.13","0","5","0","0"
"10","25","2","0","0","5","1.1","0.13","0","5","0","0"
"10","25","3","0","0","5","1.1","0.13","0","5","0","0"
"10","25","4","0","0","4","1.2","0.13","0","4","0","0"
"10","25","5","0","0","4","1.2","0.13","0","4","0","0"
"10","25","6","0","0","4","1.2","0.13","0","4","0","0"
"10","25","7","374","29","7","1.6","0.13","116.778","9.86","630.688","576.631"
"10","25","8","687","57","10","1.9","0.13","364.46","19.061","2532.464","2411.02"
"10","25","9","822","70","13","2","0.13","592.878","27.522","4101.467","3924.427"
"10","25","10","892","76","16","2.3","0.13","765.024","33.629","5129.555","4916.086"
"10","25","11","924","79","18","2.4","0.13","871.147","37.673","5715.259","5481.036"
"10","25","12","932","80","19","2.4","0.13","900.619","39.331","5859.905","5620.556"
"10","25","13","922","77","20","2.5","0.13","851.495","38.881","5566.761","5337.8"
"10","25","14","884","73","21","2.4","0.13","726.509","37.437","4809.575","4607.444"
"10","25","15","808","65","20","2","0.13","540.637","33.251","3664.207","3502.661"
"10","25","16","654","49","17","1.5","0.13","303.728","25.166","1993.282","1890.944"
"10","25","17","0","27","14","1.5","0.13","26.91","14.641","117.809","81.926"
"10","25","18","0","0","13","1.8","0.13","0","13","0","0"
"10","25","19","0","0","13","1.9","0.13","0","13","0","0"
"10","25","20","0","0","12","1.9","0.13","0","12","0","0"
"10","25","21","0","0","11","1.8","0.13","0","11","0","0"
"10","25","22","0","0","10","1.7","0.13","0","10","0","0"
"10","25","23","0","0","10","1.7","0.13","0","10","0","0"
"10","26","0","0","0","10","1.8","0.13","0","10","0","0"
"10","26","1","0","0","9","1.8","0.13","0","9","0","0"
"10","26","2","0","0","9","1.9","0.13","0","9","0","0"
"10","26","3","0","0","9","2.1","0.13","0","9","0","0"
"10","26","4","0","0","10","2.3","0.13","0","10","0","0"
"10","26","5","0","0","10","2.4","0.13","0","10","0","0"
"10","26","6","0","0","11","2.6","0.13","0","11","0","0"
"10","26","7","0","16","11","3","0.13","14.82","11.291","84.547","49.842"
"10","26","8","0","95","12","3.3","0.13","91.664","13.769","624.945","571.092"
"10","26","9","0","128","14","3.5","0.13","122.089","16.28","828.607","767.538"
"10","26","10","0","139","16","3.8","0.13","131.712","18.345","881.155","818.224"
"10","26","11","6","191","17","4.3","0.13","188.328","20.118","1260.915","1184.528"
"10","26","12","0","147","18","4.4","0.13","139.04","20.269","918.573","854.316"
"10","26","13","0","18","18","4","0.13","16.705","18.289","101.732","66.419"
"10","26","14","0","21","18","3.2","0.13","19.478","18.381","120.221","84.253"
"10","26","15","15","142","17","2.3","0.13","145.933","20.353","984.767","918.164"
"10","26","16","35","84","16","1.6","0.13","97.902","18.591","650.147","595.401"
"10","26","17","0","5","15","1.4","0.13","4.756","15.116","19.094","0"
"10","26","18","0","0","15","1.2","0.13","0","15","0","0"
"10","26","19","0","0","14","1.1","0.13","0","14","0","0"
"10","26","20","0","0","14","1.3","0.13","0","14","0","0"
"10","26","21","0","0","15","1.8","0.13","0","15","0","0"
"10","26","22","0","0","14","2.2","0.13","0","14","0","0"
"10","26","23","0","0","14","2.4","0.13","0","14","0","0"
"10","27","0","0","0","13","2.4","0.13","0","13","0","0"
"10","27","1","0","0","13","2","0.13","0","13","0","0"
"10","27","2","0","0","12","1.5","0.13","0","12","0","0"
"10","27","3","0","0","12","1.7","0.13","0","12","0","0"
"10","27","4","0","0","12","2","0.13","0","12","0","0"
"10","27","5","0","0","11","2","0.13","0","11","0","0"
"10","27","6","0","0","10","1.9","0.13","0","10","0","0"
"10","27","7","0","2","10","2.1","0.13","1.848","10.043","9.409","0"
"10","27","8","0","4","10","2.5","0.13","3.7","10.082","22.207","0"
"10","27","9","0","58","11","3","0.13","53.849","12.09","360.181","315.71"
"10","27","10","0","94","10","3.5","0.13","87.593","11.632","593.174","540.447"
"10","27","11","0","57","10","3.8","0.13","52.969","10.942","350.759","306.621"
"10","27","12","0","108","10","3.7","0.13","100.954","11.821","682.172","626.291"
"10","27","13","0","77","10","3.5","0.13","71.593","11.333","479.601","430.898"
"10","27","14","0","72","10","3.2","0.13","66.905","11.308","449.936","402.284"
"10","27","15","0","43","9","2.8","0.13","39.89","9.836","266.717","225.558"
"10","27","16","0","50","9","2","0.13","46.537","10.133","312.017","269.253"
"10","27","17","0","5","8","1.4","0.13","4.756","8.116","19.814","0"
"10","27","18","0","0","7","1.3","0.13","0","7","0","0"
"10","27","19","0","0","6","1.2","0.13","0","6","0","0"
"10","27","20","0","0","4","1.1","0.13","0","4","0","0"
"10","27","21","0","0","4","1.1","0.13","0","4","0","0"
"10","27","22","0","0","3","1.1","0.13","0","3","0","0"
"10","27","23","0","0","2","1.1","0.13","0","2","0","0"
"10","28","0","0","0","2","1.3","0.13","0","2","0","0"
"10","28","1","0","0","2","1.4","0.13","0","2","0","0"
"10","28","2","0","0","1","1.3","0.13","0","1","0","0"
"10","28","3","0","0","1","1.2","0.13","0","1","0","0"
"10","28","4","0","0","1","1.1","0.13","0","1","0","0"
"10","28","5","0","0","2","1.3","0.13","0","2","0","0"
"10","28","6","0","0","2","1.9","0.13","0","2","0","0"
"10","28","7","0","12","2","2.4","0.13","11.108","2.24","62.654","28.726"
"10","28","8","0","42","3","2.6","0.13","38.957","3.847","267.369","226.186"
"10","28","9","0","73","3","2.6","0.13","67.821","4.473","472.364","423.918"
"10","28","10","0","34","4","2.5","0.13","31.555","4.696","211.208","172.015"
"10","28","11","0","129","4","2.5","0.13","121.475","6.676","844.552","782.917"
"10","28","12","0","43","4","2.7","0.13","39.946","4.848","267.957","226.754"
"10","28","13","0","128","5","2.8","0.13","120.559","7.518","836.175","774.838"
"10","28","14","0","121","5","2.9","0.13","114.172","7.348","796.008","736.094"
"10","28","15","16","140","6","2.8","0.13","144.712","9.036","1021.373","953.473"
"10","28","16","0","27","5","2.2","0.13","25.017","5.585","166.538","128.929"
"10","28","17","0","2","3","1.3","0.13","1.903","3.047","7.785","0"
"10","28","18","0","0","1","0.9","0.13","0","1","0","0"
"10","28","19","0","0","0","0.9","0.13","0","0","0","0"
"10","28","20","0","0","0","0.9","0.13","0","0","0","0"
"10","28","21","0","0","0","0.9","0.13","0","0","0","0"
"10","28","22","0","0","0","0.9","0.13","0","0","0","0"
"10","28","23","0","0","0","0.8","0.13","0","0","0","0"
"10","29","0","0","0","0","0.8","0.13","0","0","0","0"
"10","29","1","0","0","0","1.2","0.13","0","0","0","0"
"10","29","2","0","0","0","1.6","0.13","0","0","0","0"
"10","29","3","0","0","0","1.6","0.13","0","0","0","0"
"10","29","4","0","0","0","1.5","0.13","0","0","0","0"
"10","29","5","0","0","0","1.2","0.13","0","0","0","0"
"10","29","6","0","0","0","1.2","0.13","0","0","0","0"
"10","29","7","243","32","0","1.2","0.13","90.43","2.376","469.955","421.594"
"10","29","8","593","73","1","1.3","0.13","338.299","10.592","2413.999","2296.753"
"10","29","9","764","89","4","1.3","0.13","573.326","20.36","4073.238","3897.199"
"10","29","10","856","94","7","1.7","0.13","754.317","26.631","5197.357","4981.485"
"10","29","11","889","99","10","2.2","0.13","860.587","30.192","5815.331","5577.562"
"10","29","12","893","102","11","2.7","0.13","887.908","29.98","5994.434","5750.319"
"10","29","13","122","272","11","3","0.13","390.891","18.905","2703.453","2575.951"
"10","29","14","827","95","12","3","0.13","705.155","26.343","4874.015","4669.601"
"10","29","15","217","154","11","2.7","0.13","291.391","17.238","2055.028","1950.502"
"10","29","16","545","61","9","1.8","0.13","272.173","15.845","1837.312","1740.5"
"10","29","17","110","13","6","1.2","0.13","27.546","6.622","98.451","63.254"
"10","29","18","0","0","4","1.2","0.13","0","4","0","0"
"10","29","19","0","0","3","1.2","0.13","0","3","0","0"
"10","29","20","0","0","2","1.1","0.13","0","2","0","0"
"10","29","21","0","0","2","1.1","0.13","0","2","0","0"
"10","29","22","0","0","1","1.1","0.13","0","1","0","0"
"10","29","23","0","0","1","1.1","0.13","0","1","0","0"
"10","30","0","0","0","1","1","0.13","0","1","0","0"
"10","30","1","0","0","1","0.8","0.13","0","1","0","0"
"10","30","2","0","0","1","0.6","0.13","0","1","0","0"
"10","30","3","0","0","1","0.6","0.13","0","1","0","0"
"10","30","4","0","0","0","0.7","0.13","0","0","0","0"
"10","30","5","0","0","0","0.9","0.13","0","0","0","0"
"10","30","6","0","0","0","1","0.13","0","0","0","0"
"10","30","7","240","29","1","1.1","0.13","84.883","3.244","419.492","372.919"
"10","30","8","570","74","3","1.2","0.13","328.495","12.536","2323.808","2209.758"
"10","30","9","708","101","6","1.4","0.13","551","21.359","3896.856","3727.066"
"10","30","10","676","124","8","1.5","0.13","654.792","25.8","4519.035","4327.199"
"10","30","11","831","120","11","1.7","0.13","833.375","32.657","5577.415","5348.076"
"10","30","12","839","122","12","1.6","0.13","861.647","34.877","5707.914","5473.952"
"10","30","13","838","113","13","1.6","0.13","816.387","34.69","5428.477","5204.416"
"10","30","14","802","101","13","1.5","0.13","691.634","31.82","4681.647","4484.049"
"10","30","15","717","86","12","1.3","0.13","504.445","26.403","3506.996","3351.021"
"10","30","16","538","60","10","1","0.13","267.376","18.085","1785.183","1690.218"
"10","30","17","0","14","7","1.1","0.13","13.318","7.349","58.467","24.687"
"10","30","18","0","0","5","1.2","0.13","0","5","0","0"
"10","30","19","0","0","4","1.3","0.13","0","4","0","0"
"10","30","20","0","0","4","1.3","0.13","0","4","0","0"
"10","30","21","0","0","4","1.4","0.13","0","4","0","0"
"10","30","22","0","0","4","1.5","0.13","0","4","0","0"
"10","30","23","0","0","4","1.5","0.13","0","4","0","0"
"10","31","0","0","0","4","1.6","0.13","0","4","0","0"
"10","31","1","0","0","4","1.6","0.13","0","4","0","0"
"10","31","2","0","0","4","1.8","0.13","0","4","0","0"
"10","31","3","0","0","4","2","0.13","0","4","0","0"
"10","31","4","0","0","4","2.3","0.13","0","4","0","0"
"10","31","5","0","0","4","2.8","0.13","0","4","0","0"
"10","31","6","0","0","4","2.9","0.13","0","4","0","0"
"10","31","7","0","6","5","2.7","0.13","5.548","5.109","26.552","0"
"10","31","8","0","19","6","2.9","0.13","17.594","6.363","115.469","79.669"
"10","31","9","0","35","8","3.5","0.13","32.459","8.606","215.981","176.619"
"10","31","10","804","103","10","4.1","0.13","721.224","22.373","5050.479","4839.812"
"10","31","11","869","99","12","4.3","0.13","839.158","25.981","5766.251","5530.221"
"10","31","12","898","93","13","4","0.13","870.564","28.128","5926.466","5684.759"
"10","31","13","878","93","14","3.6","0.13","823.957","29.202","5601.347","5371.16"
"10","31","14","833","87","14","3.2","0.13","695.989","27.699","4790.572","4589.114"
"10","31","15","0","105","13","2.5","0.13","99.898","15.211","678.4","622.653"
"10","31","16","485","64","11","1.4","0.13","251.248","17.896","1675.131","1584.066"
"10","31","17","65","10","9","1.1","0.13","18.243","9.429","65.019","31.006"
"10","31","18","0","0","7","1.2","0.13","0","7","0","0"
"10","31","19","0","0","11","1.9","0.13","0","11","0","0"
"10","31","20","0","0","10","2.2","0.13","0","10","0","0"
"10","31","21","0","0","8","1.9","0.13","0","8","0","0"
"10","31","22","0","0","7","1.2","0.13","0","7","0","0"
"10","31","23","0","0","6","0.8","0.13","0","6","0","0"
"11","1","0","0","0","5","0.8","0.13","0","5","0","0"
"11","1","1","0","0","5","0.8","0.13","0","5","0","0"
"11","1","2","0","0","5","0.8","0.13","0","5","0","0"
"11","1","3","0","0","5","0.7","0.13","0","5","0","0"
"11","1","4","0","0","6","0.6","0.13","0","6","0","0"
"11","1","5","0","0","6","0.6","0.13","0","6","0","0"
"11","1","6","0","0","6","0.6","0.13","0","6","0","0"
"11","1","7","0","1","6","0.7","0.13","0.924","6.027","0","0"
"11","1","8","0","7","7","0.8","0.13","6.476","7.208","40.456","7.314"
"11","1","9","0","66","8","1.2","0.13","61.297","9.781","416.69","370.216"
"11","1","10","41","212","8","2","0.13","247.136","14.011","1725.3","1632.458"
"11","1","11","0","46","8","2.4","0.13","42.725","8.959","283.257","241.511"
"11","1","12","0","33","8","2.6","0.13","30.642","8.663","200.312","161.506"
"11","1","13","0","13","8","2.5","0.13","12.06","8.266","75.993","41.592"
"11","1","14","28","191","7","2.7","0.13","214.177","11.565","1505.143","1420.101"
"11","1","15","0","84","7","2.9","0.13","78.81","8.625","544.79","493.778"
"11","1","16","133","75","6","2.8","0.13","127.656","8.66","875.43","812.702"
